Company,Employees,Company Location,Industry,Company URL,Descripcion,Technologies,Website,LinkedIn URL,Facebook URL,Twitter URL
Braun PharmaCare,10.0,"Chicago, Illinois",Pharmaceuticals,https://app.apollo.io/#/organizations/54fca6707369647dd7653a00,,,,,,
"Braun-Bostich & Associates, Inc.",4.0,"Canonsburg, Pennsylvania",Financial Services,https://app.apollo.io/#/organizations/5b852c7d324d444ea7571e46,,,,,,
Braunview Capital,1.0,"New York, New York",Investment Management,https://app.apollo.io/#/organizations/62170b363302430001ea877c,,,,,,
Brava Awards & Promotions,3.0,"Spanish Fork, Utah",Retail,https://app.apollo.io/#/organizations/64c66d3b9888c700017725e0,,,,,,
Bravado Marketing,1.0,"Charleston, South Carolina",Marketing & Advertising,https://app.apollo.io/#/organizations/5a9d700fa6da98d954d9a123,,,,,,
BravasLive,2.0,"Charleston, South Carolina",Marketing & Advertising,https://app.apollo.io/#/organizations/5d0931c3f651253080454d72,,,,,,
Brave Intangibles,2.0,"Chesterfield, Virginia",Design,https://app.apollo.io/#/organizations/6653e02a1bc7340001b7a155,,,,,,
Brave Little Beast,4.0,"Columbus, Ohio","Design, Graphic Design",https://app.apollo.io/#/organizations/5a9d6d12a6da98d93bdfb840,,,,,,
Brave One,1.0,"San Francisco, California",Marketing & Advertising,https://app.apollo.io/#/organizations/54a23d267468693825cbf518,,,,,,
Brave.ah,2.0,"Murphy, Texas",Marketing & Advertising,https://app.apollo.io/#/organizations/65f7f862875fb300064a2eff,,,,,,
Braveheart Digital Marketing,1.0,"Manchester, New Hampshire",Marketing & Advertising,https://app.apollo.io/#/organizations/5500b8f7736964174c751100,,,,,,
Braveheart Sales Performance,5.0,"Columbus, Ohio",Management Consulting,https://app.apollo.io/#/organizations/55693ac2736964212df51200,,,,,,
Braver Element,1.0,"Saint Louis, Missouri",Marketing & Advertising,https://app.apollo.io/#/organizations/614f012e5a69920001cbab2c,,,,,,
Bravery Media,4.0,"Louisville, Kentucky","Design, Graphic Design",https://app.apollo.io/#/organizations/54a129dc69702d979c76e001,,,,,,
Bravium Human Development,3.0,"Omaha, Nebraska",Management Consulting,https://app.apollo.io/#/organizations/5b83bf14f874f70e57327529,,,,,,
Bravo Admin Services,1.0,"Orlando, Florida",Management Consulting,https://app.apollo.io/#/organizations/615ed21b5a099c000184329a,,,,,,
Bravo Bronze and Alloys,1.0,"Roseville, Michigan",Mining & Metals,https://app.apollo.io/#/organizations/556d444873696411bce8c800,,,,,,
Braxton Recruiting,3.0,"Greenville, South Carolina",Staffing & Recruiting,https://app.apollo.io/#/organizations/5da50a2180abf70001a1f541,,,,,,
Bray Outdoor Ads,1.0,"Anaheim, California",Marketing & Advertising,https://app.apollo.io/#/organizations/5db41e9d8621bc00013bfd0b,,,,,,
Bray Property Management Llc,5.0,"Crestwood, Kentucky",Real Estate,https://app.apollo.io/#/organizations/54fca4ff73696401869e2800,,,,,,
Braydich Dental Inc,3.0,"Hubbard, Ohio","Medical Practice, Hospital & Health Care",https://app.apollo.io/#/organizations/5f1b109d3371da00f8875f1c,,,,,,
Brazen Digital Group,2.0,"Sheridan, Wyoming",Media Production,https://app.apollo.io/#/organizations/56d9b788f3e5bb0b71001f79,,,,,,
Brazen Events - DMC & Experiential Event Design Firm,3.0,"Lexington, Kentucky",Events Services,https://app.apollo.io/#/organizations/5e57c7a27e83710001d0c50a,,,,,,
Brazen Influencers,1.0,"Los Angeles, California",Marketing & Advertising,https://app.apollo.io/#/organizations/5e582e4a3d93e50001d356f4,,,,,,
Breach Inlet Capital,5.0,"Mount Pleasant, South Carolina",Investment Management,https://app.apollo.io/#/organizations/5b156a15a6da9871592b849f,,,,,,
Breacher.ai,3.0,"Orlando, Florida",Computer & Network Security,https://app.apollo.io/#/organizations/657ccf8696302c01c6d2ae34,,,,,,
Bread and Roses Creative,1.0,"Kansas City, Missouri",Information Technology & Services,https://app.apollo.io/#/organizations/54a120ad69702d918c036a02,,,,,,
Breadcrumb Point of Sale,2.0,"Providence, Rhode Island",Information Technology & Services,https://app.apollo.io/#/organizations/5fcbaf4dc7c6750001b89115,,,,,,
Breadth,6.0,"Miami, Florida",Marketing & Advertising,https://app.apollo.io/#/organizations/5fcac64009391500010b1374,,,,,,
Break Method,5.0,"Ponderay, Idaho",Mental Health Care,https://app.apollo.io/#/organizations/60b70643b5e7e000e03631f6,,,,,,
Break Point Fight Company,1.0,"Torrance, California",,https://app.apollo.io/#/organizations/6610ce10c31ad7000739070c,,,,,,
BreakThru 360 Marketing,1.0,"Lake View, Iowa",Marketing & Advertising,https://app.apollo.io/#/organizations/5fd7305f9d2bb200a433ffce,,,,,,
Breakaway Consulting,2.0,"San Antonio, Texas",Management Consulting,https://app.apollo.io/#/organizations/5ed1ebd44267f90001ba65b8,,,,,,
Breakaway Tours Wine & Events,4.0,"Paso Robles, California",Wine & Spirits,https://app.apollo.io/#/organizations/54fca596736964013e3e2f00,,,,,,
Breaker Connection,1.0,"Roseville, California",Construction,https://app.apollo.io/#/organizations/6645ca2e2eda850001b7667f,,,,,,
Breakerbox,10.0,"Cambridge, Massachusetts",Utilities,https://app.apollo.io/#/organizations/5da63c1746f42a000155c5f7,,,,,,
Breakfast Bistro,3.0,"San Antonio, Texas",Consumer Goods,https://app.apollo.io/#/organizations/55f40613f3e5bb1e54004c5c,,,,,,
Breakfast Media LLC,8.0,"Washington, District of Columbia","Telecommunications, Wireless,",https://app.apollo.io/#/organizations/607e548e161de5011ae444e7,,,,,,
Breakfast People,1.0,"London, Kentucky",Human Resources,https://app.apollo.io/#/organizations/5b14f551a6da9870fa3f5396,,,,,,
Breaking Free Industries,3.0,"Santa Ana, California",Apparel & Fashion,https://app.apollo.io/#/organizations/6161ab2f234f5b00016bb3c2,,,,,,
Breaking Free Services,1.0,"Wilmington, Delaware",Publishing,https://app.apollo.io/#/organizations/54a126de69702d90a2b96800,,,,,,
Breaking Mars Inc.,6.0,"Newark, Delaware",Marketing & Advertising,https://app.apollo.io/#/organizations/615e7e73e00dba00010eec2b,,,,,,
"Breaking Media, Inc.",3.0,"Washington, District of Columbia",,https://app.apollo.io/#/organizations/618b9084aa65f40001c14017,,,,,,
Breaking Phoenix,2.0,"Roseville, California",Media Production,https://app.apollo.io/#/organizations/5da275c40ee4da0001456d68,,,,,,
"Breaking Point Solutions, LLC",3.0,"Montgomery, Minnesota",,https://app.apollo.io/#/organizations/6458263e3fe8e10001b7e051,,,,,,
Breaking The Barrier Inc,3.0,"Groton, Massachusetts",Publishing,https://app.apollo.io/#/organizations/55e90fd8f3e5bb6fb00002b3,,,,,,
Breaking and Entering Advertising,7.0,"Chicago, Illinois",Marketing & Advertising,https://app.apollo.io/#/organizations/5fc8647bee5add0001ce3cee,"Breaking and Entering the ad industry feels like pulling off a grand heist. We want to share the schemes and tips that worked for the industry's trailblazers with you today. For students, recent grads, or experts interested in advertising, media, and journalism. Listen to honest conversations from students to CEOs in the communications world. ALSO: If you're here for recruiting purposes, definitely also check out the great talent linked below. Our industry could certainly use some new perspectives. Links to Black talent: 28Blacks.com BlacksWho.Design CreativeWomenofColor.com DiverseCreatives.com HireBlackCreatives.co PeopleofCraft.com Remory.Directory Blacksmith Directory","Technology Insights Settings
Hubspot
Marketing Automation
AdParlor
Advertising Networks
Amadesa
Personalization
Gmail
Email Providers
Google Apps
Other
Mobile Friendly
Other
Sharethrough
Publisher Advertising Tools
Shutterstock
Other
Squarespace ECommerce
E-commerce Platforms",,,,
Breakout Business LLC,1.0,"Louisville, Kentucky",Management Consulting,https://app.apollo.io/#/organizations/5b869675f874f73c086f347e,,,,,,
Breakout Kansas City,8.0,"Kansas City, Missouri",Entertainment,https://app.apollo.io/#/organizations/63c2c4f461305c00019f7ade,,,,,,
Breakout Labs,10.0,"San Francisco, California",Philanthropy,https://app.apollo.io/#/organizations/54a11e2d69702da10fd85c01,,,,,,
Breakout Waikiki,3.0,"Honolulu, Hawaii",Entertainment,https://app.apollo.io/#/organizations/63c7b42ce01cd10001daaa02,,,,,,
Breakthrough Dog Training & behavior,1.0,"Las Vegas, Nevada",Professional Training & Coaching,https://app.apollo.io/#/organizations/6394078b169800000165ee87,,,,,,
Breakthrough Inventions™,1.0,"Santa Clarita, California",Retail,https://app.apollo.io/#/organizations/6161f36a5684620001d1d8b5,,,,,,
Breakthrough Lighting Inc.,2.0,"Beverly Hills, California","Construction, Design",https://app.apollo.io/#/organizations/5db0a95a37909e0001c4da85,,,,,,
Breakthrough Local SEO,10.0,"Portland, Oregon",Marketing & Advertising,https://app.apollo.io/#/organizations/5fc59dfeb1726f00d6bf9cf0,,,,,,
Breakthrough Manufacturing Technologies,1.0,"Martinsville, Indiana",Management Consulting,https://app.apollo.io/#/organizations/65f1fb3bc951ed02eaa7ae6a,,,,,,
Breakthrough Mediation,3.0,"West Palm Beach, Florida",Legal Services,https://app.apollo.io/#/organizations/63be8c256f5a8f000115d1ed,,,,,,
Breakthru: Microbreaks for the Modern Workday,7.0,"Sacramento, California","Health, Wellness & Fitness",https://app.apollo.io/#/organizations/60b338a5144972000126033f,,,,,,
Breakwater Insurance Advisors,1.0,"Idaho Falls, Idaho",Insurance,https://app.apollo.io/#/organizations/659b30842232b200018db71f,,,,,,
Breasy Inc,3.0,"Phoenix, Arizona",Facilities Services,https://app.apollo.io/#/organizations/659612bae039ff0300bd2494,,,,,,
Breathe Medical USA,1.0,"Antwerp, Ohio",Medical Devices,https://app.apollo.io/#/organizations/65f633a79272f5000751956d,,,,,,
Breck & Bailey,3.0,"Morrison, Colorado",Food Production,https://app.apollo.io/#/organizations/60af9915d0ec6b000170d594,,,,,,
"Breckenridge Technologies, LLC",5.0,"San Ramon, California",Chemicals,https://app.apollo.io/#/organizations/5500cc4d736964175da36f00,,,,,,
Breco International,7.0,"Houston, Texas",Machinery,https://app.apollo.io/#/organizations/54a1d1a474686954755e6213,,,,,,
"Bredin, Inc.",6.0,"Somerville, Massachusetts",Marketing & Advertising,https://app.apollo.io/#/organizations/54a12a2469702dc8415dab01,,,,,,
Bree Health Co.,5.0,"Durham, North Carolina",Mental Health Care,https://app.apollo.io/#/organizations/6419ce83180b8800da28ac89,,,,,,
Bree Quiachon,1.0,"Chicago, Illinois",Marketing & Advertising,https://app.apollo.io/#/organizations/65d0e19ddcce4e000114a45f,,,,,,
Breeden Homes,1.0,"Eugene, Oregon",Real Estate,https://app.apollo.io/#/organizations/54a1badb7468694f8f26130c,,,,,,
Breefly,10.0,"Denver, Colorado","Market Research, Marketing & Advertising",https://app.apollo.io/#/organizations/5b858968324d444cc3a30192,,,,,,
"Breethe, Inc.",6.0,"Baltimore, Maryland",Medical Devices,https://app.apollo.io/#/organizations/5a9f45dda6da98d9a8dd2eac,,,,,,
Breez Health,4.0,"Kalamazoo, Michigan",Hospital & Health Care,https://app.apollo.io/#/organizations/5f40a652c2882300017448a0,,,,,,
Breez Security,3.0,"New York, New York",Computer & Network Security,https://app.apollo.io/#/organizations/65efb62964765a0302c29c26,,,,,,
Breeze Church Management,9.0,"Hudsonville, Michigan",Information Technology & Services,https://app.apollo.io/#/organizations/5da47ea8a3b18d00018b302b,Our goal is to help people find and follow Jesus by providing the world's easiest web-based church management software for small and mid-sized churches.,"Technology Insights Settings
Hubspot
Marketing Automation
Amadesa
Personalization
Amazon AWS
Hosting
Apache
Load Balancers
Bing Ads
Advertising Networks
Bootstrap Framework
CSS and JavaScript Libraries
DocuSign
Other
Facebook Custom Audiences
Retargeting
Facebook Login (Connect)
Social Login
Facebook Widget
Widgets
Gmail
Email Providers
Google Analytics
Analytics and Tracking
Google Analytics Ecommerce Tracking
E-commerce Tools
Google Apps
Other
Google Font API
Fonts
Google Tag Manager
Tag Management
HeapAnalytics
Analytics and Tracking
Hotjar
Analytics and Tracking
Mixpanel
Analytics and Tracking
Mobile Friendly
Other
Pusher
Content Delivery Networks
Route 53
Domain Name Services
ShareThis
Social Sharing
StatusPage IO
Web Performance Monitoring
Stripe
Payments
The Trade Desk
Demand Side Platforms
Vimeo
Online Video Platforms
Visual Website Optimizer
Online Testing Platforms
Webflow
CMS
Wistia
Online Video Platforms
WordPress.org
CMS
Zendesk
Support and Feedback
reCAPTCHA
Captcha",http://www.breezechms.com/,http://www.linkedin.com/company/breezechms,,
Breezio Technologies,1.0,"Anaheim, California",,https://app.apollo.io/#/organizations/660e4c92bebcc201af7a6bfa,,,,,,
"Bregenzer Brothers Company, Inc.",9.0,"Ewing Township, New Jersey",Construction,https://app.apollo.io/#/organizations/5500cd5e7369646102c37600,,,,,,
Breiner Innovative,10.0,"Avon, Indiana",Plastics,https://app.apollo.io/#/organizations/54a128f969702dc841271d01,,,,,,
Breiter Planet Properties,1.0,"Boston, Massachusetts",Semiconductors,https://app.apollo.io/#/organizations/5b1302cba6da98dccddd7e1b,,,,,,
Brelly,2.0,"New Orleans, Louisiana",Information Technology & Services,https://app.apollo.io/#/organizations/63c821832a094200a31bc781,,,,,,
Breluxe Beauty - Wedding Beauty Specialists,1.0,"Burbank, California",,https://app.apollo.io/#/organizations/65571a078074e50001b5cea8,,,,,,
Brem Foundation to Defeat Breast Cancer,9.0,"Silver Spring, Maryland",Nonprofit Organization Management,https://app.apollo.io/#/organizations/5e58232ccecdff00018b944e,,,,,,
"Brenda Curtwright and Associates, PLLC",3.0,"Tampa, Florida",Medical Practice,https://app.apollo.io/#/organizations/66615d17bdeae20001c3574f,,,,,,
Brendan Lewis Consulting,1.0,"Nashville, Tennessee",Music,https://app.apollo.io/#/organizations/60f2f145806fbd00014e52c0,,,,,,
Brenham Foundry & Floral Company,1.0,"Brenham, Texas",Retail,https://app.apollo.io/#/organizations/62170adf49693e0001c3e1a6,,,,,,
Brenits Consulting & Creative,1.0,"Queen Creek, Arizona",Marketing & Advertising,https://app.apollo.io/#/organizations/5e5715843f150700016ab62e,,,,,,
Brennan Law Offices LLC,6.0,"Allentown, Pennsylvania",Legal Services,https://app.apollo.io/#/organizations/60b2c2b0f5e74e0001923247,,,,,,
Brenner Dental Group,6.0,"Southampton, Pennsylvania",,https://app.apollo.io/#/organizations/6417db6a8dcbb10001f884ae,,,,,,
Brenner Innovation,1.0,"Orlando, Florida",Professional Training & Coaching,https://app.apollo.io/#/organizations/65b67b15f0af4104235a865e,,,,,,
Brenner Photo Productions,8.0,"Bay Shore, New York",Photography,https://app.apollo.io/#/organizations/54a1348469702d38bbd44000,,,,,,
Brentwood Learning Centers,1.0,"Fort Lauderdale, Florida",Government Administration,https://app.apollo.io/#/organizations/6507d1bcf2aeb00001815867,,,,,,
Brentwood Property Group,2.0,"Indianapolis, Indiana",Real Estate,https://app.apollo.io/#/organizations/63826be1c2e1740001ada94f,,,,,,
"Brentwood Visual, Inc.",3.0,"Stockton, California",Marketing & Advertising,https://app.apollo.io/#/organizations/55f59be4f3e5bb7588000e1d,,,,,,
Breslov Research Institute,3.0,"Monsey, New York",Writing & Editing,https://app.apollo.io/#/organizations/57c499d9a6da9832eda331b0,,,,,,
Breuckelen Athletic,7.0,"New York, New York","Health, Wellness & Fitness",https://app.apollo.io/#/organizations/60ffb1be724d9700018a426c,,,,,,
Brevett Investment Group,1.0,"Fort Lauderdale, Florida",Real Estate,https://app.apollo.io/#/organizations/5f421891ec0ce700015f78c6,,,,,,
Brew Productions,1.0,"Elberta, Alabama","Entertainment, Motion Pictures & Film",https://app.apollo.io/#/organizations/6631ea6af028ba00075b86c0,,,,,,
BrewFab USA,3.0,"Saint Petersburg, Florida","Food & Beverages, Wine & Spirits",https://app.apollo.io/#/organizations/5a9df8c1a6da98d966423a0f,,,,,,
BrewOps,2.0,"North Andover, Massachusetts",Food & Beverages,https://app.apollo.io/#/organizations/63e14949f3ae7800c2f4fc34,,,,,,
BrewOptix,1.0,"Rosedale, Maryland","Information Technology & Services,",https://app.apollo.io/#/organizations/5e5735af1a497200013d2525,,,,,,
